0.5;0.194269;0.165609;0.13464;0.215033;0.145431;0.319722;0.138033;0.379487;0.408458;0.271698;0.164519;0.129574;0.124597;0.27546;0.134164;0.126253;0.286848;0.183349;0.245141;0.254561;0.245864;0.14705;0.187932;0.321249;0.106638;0.127826;0.243622;0.23115
0.805731;0.5;0.451511;0.392209;0.531871;0.413772;0.660933;0.3991;0.717234;0.74119;0.607421;0.449555;0.381727;0.371194;0.611926;0.391235;0.374725;0.62522;0.482179;0.573908;0.58615;0.574861;0.416921;0.489752;0.662503;0.331139;0.378055;0.571894;0.554946
0.834391;0.548489;0.5;0.439431;0.579866;0.461619;0.703083;0.446543;0.754979;0.776733;0.652727;0.498024;0.428577;0.417625;0.657006;0.438425;0.421302;0.66959;0.530774;0.620666;0.632426;0.621584;0.464844;0.538317;0.704544;0.375551;0.424765;0.618727;0.602344
0.86536;0.607791;0.560569;0.5;0.637769;0.522396;0.751288;0.507205;0.797189;0.816108;0.705685;0.558621;0.488955;0.47775;0.709602;0.498978;0.481518;0.721075;0.590667;0.676087;0.686995;0.676941;0.525631;0.597976;0.752596;0.434134;0.485061;0.674282;0.658971
0.784967;0.468129;0.420134;0.362231;0.5;0.383185;0.631765;0.368915;0.690643;0.715959;0.576599;0.418209;0.352086;0.341919;0.581214;0.361288;0.345324;0.594863;0.450421;0.542436;0.554882;0.543404;0.386255;0.457936;0.633395;0.303498;0.348539;0.540393;0.523238
0.854569;0.586228;0.538381;0.477604;0.616815;0.5;0.734163;0.484799;0.782309;0.802272;0.68673;0.536416;0.466592;0.455442;0.690788;0.476584;0.459189;0.702693;0.56883;0.656155;0.667404;0.657034;0.503242;0.576249;0.735529;0.412256;0.462715;0.654295;0.638548
0.680278;0.339067;0.296917;0.248712;0.368235;0.265837;0.5;0.254136;0.565454;0.595008;0.442512;0.29527;0.240548;0.232446;0.447188;0.24795;0.23515;0.461155;0.323273;0.408627;0.420826;0.40957;0.268376;0.329941;0.501753;0.20254;0.237712;0.40664;0.390127
0.861967;0.6009;0.553457;0.492795;0.631085;0.515201;0.745864;0.5;0.79249;0.811744;0.699664;0.551503;0.481756;0.470564;0.703627;0.491774;0.474327;0.715242;0.583681;0.669744;0.680765;0.670606;0.51844;0.591028;0.74719;0.427068;0.477866;0.667921;0.652465
0.620513;0.282766;0.245021;0.202811;0.309357;0.217691;0.434546;0.20751;0.5;0.530308;0.378881;0.243561;0.19576;0.188792;0.383347;0.202151;0.191115;0.396751;0.268529;0.346837;0.358309;0.347721;0.219907;0.274526;0.43627;0.163307;0.193318;0.344975;0.329575
0.591542;0.25881;0.223267;0.183892;0.284041;0.197728;0.404992;0.188256;0.469692;0.5;0.350765;0.221899;0.177353;0.1709;0.355088;0.183279;0.17305;0.368094;0.245367;0.319874;0.330906;0.320723;0.199793;0.251023;0.406683;0.147392;0.17509;0.318086;0.30333
