Target area,Source area,FLN,SLN
24c,24a,0.00436143110323438,0.571428571428571
24c,24b,0.118478622064687,0.631880331892018
24c,24d,0.101628267611874,0.567983651226158
24c,29/30,0.0000415374390784226,1
24c,45B,0.0000830748781568453,0.5
24c,46d,0.000484603455914931,0.857142857142857
24c,46v,0.00231225077536552,0.526946107784431
24c,7A,0.00796134249003101,0.401739130434782
24c,7B,0.00431989366415595,0.503205128205128
24c,7m,0.0195225963668586,0.746099290780141
24c,7op,0.0034891448825875,0.412698412698412
24c,8B,0.0428666371289322,0.725775193798449
24c,8l,0.0000830748781568453,0.666666666666666
24c,8m,0.0000276916260522817,1
24c,8r,0.0000276916260522817,0
24c,9/46d,0.00510910500664599,0.848238482384823
24c,9/46v,0.000747673903411608,0.592592592592592
24c,CORE,0.0000276916260522817,0
24c,F1,0.0111735711120957,0.825278810408921
24c,F2,0.0491110988037217,0.782351282774175
24c,F3,0.115044860434204,0.78529305572271
24c,F4,0.00307377049180327,0.846846846846846
24c,F5,0.0221256092157731,0.769086357947434
24c,F6,0.262073548958794,0.778529163144547
24c,F7,0.0804718653079308,0.643324156916724
24c,INSULA,0.0174872618520159,0.750593824228028
24c,IPa,0.0000276916260522817,0
24c,LB,0.0000276916260522817,0
24c,LIP,0.000221533008418254,0.375
24c,MIP,0.00823825875055383,0.628571428571428
24c,MST,0.00016614975631369,0.75
24c,OPRO,0.000636907399202481,0.391304347826086
24c,ProM,0.0022014842711564,0.748427672955974
24c,SII,0.00279685423128046,0.544554455445544
24c,STPc,0.000152303943287549,0.272727272727272
24c,STPi,0.0000415374390784226,0
24c,STPr,0.0000276916260522817,0
24c,TEpv,0.0000276916260522817,0
24c,V6,0.000138458130261408,0.4
24c,V6A,0.008058263181214,0.778350515463917
24c,VIP,0.000138458130261408,0.299999999999999
46d,2,0.0000167351412864303,0
46d,3,0.000029286497251253,1
46d,9,0.118162648838162,0.619480933328612
46d,10,0.0765214335322026,0.593712411153635
46d,11,0.0026525198938992,0.670347003154574
46d,12,0.00343488774903982,0.175395858708891
46d,13,0.000384908249587897,0.347826086956521
46d,14,0.00224250893238166,0.436567164179104
46d,23,0.0126643181685061,0.599273207796498
46d,31,0.00102084361847224,0.770491803278688
46d,32,0.0016065735634973,0.408854166666666
46d,44,0.0000669405651457212,0.75
46d,24a,0.000133881130291442,0.5
46d,24b,0.0000669405651457212,0.25
46d,24c,0.0030960011379896,0.335135135135135
46d,24d,0.0000167351412864303,0
46d,29/30,0.00340560125178856,0.566339066339066
46d,45A,0.00148942757449229,0.505617977528089
46d,46v,0.0591629082328527,0.537939325365957
46d,7A,0.000518789379879339,0.903225806451612
46d,7m,0.000753081357889363,0.888888888888888
46d,7op,0.0000167351412864303,0
46d,8B,0.0389761440560961,0.486474881923572
46d,8l,0.0000669405651457212,0
46d,8m,0.0366332242759959,0.502055733211512
46d,8r,0.00418378532160757,0.256
46d,9/46d,0.595938381209783,0.416807076663858
46d,9/46v,0.000117145989005012,0.428571428571428
46d,DP,0.000259394689939669,1
46d,ENTORHINAL,0.0000167351412864303,0
46d,F1,0.0000669405651457212,0.5
46d,F2,0.000133881130291442,0
46d,F3,0.0000167351412864303,1
46d,F4,0.0000334702825728606,0
46d,F5,0.0000502054238592909,0
46d,F6,0.00334702825728606,0.409999999999999
46d,F7,0.00743040273117505,0.418918918918918
46d,INSULA,0.0000167351412864303,1
46d,LIP,0.0000334702825728606,0.5
46d,MIP,0.0000167351412864303,0
46d,MST,0.0000167351412864303,1
46d,MT,0.0000167351412864303,1
46d,OPRO,0.000384908249587897,0.0434782608695652
46d,Parainsula,0.0000334702825728606,1
46d,PBc,0.000184086554150733,0.181818181818181
46d,PBr,0.000468583956020048,0.142857142857142
46d,PERIRHINAL,0.0000334702825728606,0
46d,PGa,0.00297885514898459,0.445224719101123
46d,STPc,0.0044724665087985,0.637979420018709
46d,STPi,0.0133169886786769,0.49607288721332
46d,STPr,0.00058572994502506,0.0571428571428571
46d,TEMPORAL_POLE,0.0000167351412864303,0
46d,TEO,0.0000167351412864303,1
46d,TEOm,0.0000167351412864303,1
46d,TEpd,0.0000669405651457212,0
46d,TEpv,0.0000376540678944682,0.444444444444444
46d,TH/TF,0.0000836757064321515,0
46d,V2,0.00225924407366809,0.655555555555555
46d,V3,0.000117145989005012,0.714285714285714
46d,V6A,0.0000753081357889364,0.777777777777777
46d,VIP,0.0000167351412864303,0
7A,2,0.0000182776929895908,0
7A,5,0.0100253146047905,0.387420237010027
7A,9,0.0000822496184531588,0.222222222222222
7A,12,0.0000639719254635679,0
7A,13,0.0000456942324739771,0
7A,23,0.113001836908145,0.412939749292357
7A,31,0.069775092987763,0.412966601178781
7A,24a,0.000822496184531588,0.233333333333333
7A,24b,0.000502636557213748,0.345454545454545
7A,29/30,0.0224724235307019,0.548596990646604
7A,45A,0.00136168812772451,0.718120805369127
7A,45B,0.000137082697421931,0.4
7A,46d,0.0148140701680633,0.676742751388032
7A,46v,0.000146221543916726,0
7A,7B,0.000475220017729362,0.0576923076923076
7A,7m,0.0216133719601911,0.420718816067653
7A,8B,0.00744815989325827,0.440490797546012
7A,8l,0.000466081171234566,0.490196078431372
7A,8m,0.00053919194319293,0.305084745762711
7A,9/46d,0.00295184741781892,0.442724458204334
7A,9/46v,0.00382003783482448,0.473684210526315
7A,DP,0.0207634592361752,0.231514084507042
7A,ENTORHINAL,0.004377507471007,0.0187891440501043
7A,F1,0.000109666157937545,1
7A,F2,0.00710088372645604,0.725868725868725
7A,F3,0.000502636557213748,0.563636363636363
7A,F5,0.00132513274174533,0.96551724137931
7A,F7,0.000155360390411522,0.235294117647058
7A,FST,0.00842601646820138,0.455531453362255
7A,INSULA,0.00128857735576615,0.375886524822695
7A,IPa,0.0021933231587509,0.125
7A,LB,0.0000182776929895908,0
7A,LIP,0.131233835665262,0.581128133704735
7A,MB,0.0000639719254635679,0.714285714285714
7A,MIP,0.0000365553859791817,0
7A,MST,0.138919605567385,0.612130780869679
7A,MT,0.0000548330789687725,1
7A,PERIRHINAL,0.00392056514626723,0.209790209790209
7A,PGa,0.0108752273288065,0.324369747899159
7A,PIP,0.000319859627317839,0.4
7A,STPc,0.0136351589702347,0.658847184986595
7A,STPi,0.0416731400162671,0.523464912280701
7A,STPr,0.00252232163256353,0.641304347826086
7A,TEa/ma,0.000392970399276203,0
7A,TEa/mp,0.00442320170348098,0.462809917355371
7A,TEav,0.0000913884649479542,0
7A,TEMPORAL_POLE,0.000328998473812635,0
7A,TEO,0.00213849007978213,0.623931623931623
7A,TEOm,0.00230298931668844,0.781746031746031
7A,TEpd,0.0027964870274074,0.065359477124183
7A,TEpv,0.0783564698463759,0.362374620947049
7A,TH/TF,0.00085905157051077,0.223404255319148
7A,TPt,0.165842647341052,0.543064969416432
7A,V1,0.0000182776929895908,0
7A,V2,0.0000365553859791817,0.5
7A,V3A,0.0000365553859791817,0.5
7A,V4,0.00304323588276687,0.801801801801801
7A,V6,0.000127943850927135,0.142857142857142
7A,V6A,0.079023605640496,0.442003006823175
7A,VIP,0.0000822496184531588,0.666666666666666
7B,2,0.00307549545966726,0.879310344827586
7B,5,0.0217935971366076,0.578467153284671
7B,12,0.00100748989195996,0.407894736842105
7B,23,0.00546165573009876,0.422330097087378
7B,44,0.00271757141910253,0.658536585365853
7B,24b,0.00190892821634519,0.194444444444444
7B,24c,0.0000397693378405249,0
7B,24d,0.00167031218930204,0.436507936507936
7B,45B,0.000344667594617882,0.807692307692307
7B,46v,0.000676078743288924,0.529411764705882
7B,7A,0.39726917213495,0.534303256807261
7B,7m,0.0186253065553125,0.59288256227758
7B,7op,0.151600715848081,0.482423924449108
7B,8m,0.000185590243255783,0.714285714285714
7B,9/46d,0.000251872472989991,0.473684210526315
7B,9/46v,0.0126996752170743,0.854906054279749
7B,AIP,0.0268045337045138,0.581107814045499
7B,F1,0.000941207662225757,0.704225352112676
7B,F2,0.002929674554252,0.266968325791855
7B,F3,0.00116656724332206,0.659090909090909
7B,F4,0.0119175449062106,0.819799777530589
7B,F5,0.0366275601511234,0.786102062975027
7B,INSULA,0.0145688340955789,0.101910828025477
7B,LB,0.00144495260820574,0.963302752293577
7B,LIP,0.0577715914363359,0.633088572739788
7B,MB,0.000503744945979982,0.105263157894736
7B,MIP,0.0713992178696891,0.649090233939844
7B,MST,0.0129648041360111,0.800613496932515
7B,MT,0.00169682508119573,0.84375
7B,PBc,0.0000530257837873666,0.5
7B,PERIRHINAL,0.0000795386756810499,0
7B,PGa,0.000543514283820507,0.756097560975609
7B,ProM,0.000662822297342082,0.5
7B,SII,0.0531716046927818,0.515582149090002
7B,STPc,0.00988930867634387,0.765415549597855
7B,STPi,0.0000795386756810499,0.666666666666666
7B,STPr,0.000159077351362099,0
7B,TEa/ma,0.000304898256777358,0
7B,TEpv,0.0000530257837873666,0.5
7B,TH/TF,0.000159077351362099,0.166666666666666
7B,TPt,0.012805726784649,0.341614906832298
7B,V2,0.0000397693378405249,1
7B,V6A,0.00137867037847153,1
7B,VIP,0.0605554450851726,0.548380035026269
7m,1,0.000154834713942866,1
7m,2,0.0000119103626109896,1
7m,3,0.0000297759065274742,1
7m,5,0.00711048647876084,0.685929648241206
7m,9,0.000482369685745082,0.32716049382716
7m,11,0.0000297759065274742,0
7m,12,0.0000416862691384639,0.5
7m,13,0.0000238207252219793,0.25
7m,14,0.0000208431345692319,0
7m,23,0.091173825787126,0.548073154800783
7m,25,0.0000238207252219793,0.25
7m,31,0.0267685399681993,0.651167964404894
7m,32,0.000035731087832969,0
7m,44,0.000166745076553855,0.392857142857142
7m,24a,0.00109575336021105,0.103260869565217
7m,24b,0.0101446513539104,0.259465805694159
7m,24c,0.00164958522162207,0.0938628158844765
7m,24d,0.00913227053197634,0.613628953374633
7m,29/30,0.00565444464956735,0.203791469194312
7m,45B,0.000113148444804402,0.31578947368421
7m,46d,0.00429368572126178,0.721220527045769
7m,46v,0.00577950345698274,0.735703245749613
7m,7A,0.0784803568344638,0.608491102932807
7m,7B,0.00000595518130549484,1
7m,7op,0.000541921498800031,0.703296703296703
7m,8B,0.0383990090578307,0.496588089330024
7m,8l,0.000577652586632999,0.546391752577319
7m,8m,0.0185742104918384,0.500160307790958
7m,8r,0.00368030204679581,0.656957928802588
7m,9/46d,0.0215815770511133,0.645419426048565
7m,9/46v,0.00123867771154292,0.764423076923076
7m,AIP,0.000312647018538479,0.733333333333333
7m,DP,0.0134289338438908,0.689135254988913
7m,ENTORHINAL,0.0000416862691384639,0.142857142857142
7m,F1,0.000306691837232984,0.728155339805825
7m,F2,0.0316934749078435,0.505824877865464
7m,F3,0.00167340594684405,0.790035587188612
7m,F5,0.0000297759065274742,0
7m,F6,0.00189970283645285,0.147335423197492
7m,F7,0.0134140458906271,0.555604883462819
7m,FST,0.0000535966317494536,0.222222222222222
7m,INSULA,0.000154834713942866,0.5
7m,IPa,0.000136969170026381,0.478260869565217
7m,LB,0.000333490153107711,0.5
7m,LIP,0.0310681808707666,0.692064404830362
7m,MB,0.000309669427885731,0.673076923076923
7m,MIP,0.027361080508096,0.605180106649254
7m,MST,0.079915555529088,0.512276910466112
7m,MT,0.000914120330393458,0.921824104234527
7m,PBc,0.000970694552795659,0.56441717791411
7m,PBr,0.00000595518130549484,0
7m,PERIRHINAL,0.000178655439164845,0.266666666666666
7m,PGa,0.000625294037076958,0.266666666666666
7m,PIP,0.00476712263504862,0.78575890068707
7m,Pro.St.,0.00016078989524836,0.814814814814814
7m,STPc,0.0116751329494226,0.360112216271359
7m,STPi,0.0000893277195824226,0.133333333333333
7m,STPr,0.0000595518130549484,0
7m,TEa/mp,0.0000178655439164845,0.666666666666666
7m,TEpd,0.00000595518130549484,1
7m,TEpv,0.000580630177285747,0.138461538461538
7m,TH/TF,0.000583607767938494,0.142857142857142
7m,TPt,0.00369816759071229,0.495169082125603
7m,V1,0.0000267983158747268,0.666666666666666
7m,V2,0.00145008664788799,0.718685831622176
7m,V3,0.0000178655439164845,1
7m,V3A,0.00017270025785935,0.93103448275862
7m,V4,0.000366243650287933,0.918699186991869
7m,V6,0.00232252070914298,0.938461538461538
7m,V6A,0.433778383882897,0.588319684790741
7m,VIP,0.00838191768748399,0.685612788632326
8B,9,0.176501277230515,0.620599054125065
8B,10,0.131970181208287,0.572930393276523
8B,11,0.0127066079771837,0.682481751824817
8B,12,0.02244524912758,0.679063360881542
8B,13,0.0112380827243462,0.680880330123796
8B,14,0.00554561509953123,0.512195121951219
8B,23,0.00653493737512704,0.620342992312241
8B,25,0.000154581605561846,0.149999999999999
8B,31,0.000707210845445446,0.80327868852459
8B,32,0.0339924950630499,0.659845384265575
8B,44,0.0000541035619466461,0.571428571428571
8B,24a,0.00253900287135332,0.476407914764079
8B,24b,0.00814258607297024,0.504508780256288
8B,24c,0.0937073692915911,0.632299571098647
8B,24d,0.000139123445005661,0.444444444444444
8B,29/30,0.000537171079327415,0.14388489208633
8B,45A,0.000278246890011323,0.166666666666666
8B,45B,0.000479202977241723,0.459677419354838
8B,46d,0.0399593450377372,0.477369439071566
8B,46v,0.0391709788493718,0.48973954222573
8B,7A,0.000888844231980615,0.721739130434782
8B,7m,0.00265107453538566,0.71137026239067
8B,8l,0.000935218713649169,0.727272727272727
8B,8m,0.0490951179264423,0.559508816120906
8B,8r,0.000583545560995969,0.304635761589403
8B,9/46d,0.086998527610207,0.616915422885572
8B,9/46v,0.000146852525283753,0.684210526315789
8B,CORE,0.0000154581605561846,0.5
8B,DP,0.000104342583754246,0.925925925925925
8B,ENTORHINAL,0.000154581605561846,0
8B,F1,0.0000077290802780923,0
8B,F2,0.0000850198830590153,0.0909090909090909
8B,F4,0.0000309163211123692,0
8B,F5,0.0000077290802780923,0
8B,F6,0.0654884971962761,0.618198985011212
8B,F7,0.151227184721154,0.57671470918941
8B,FST,0.00022027878792563,0.894736842105263
8B,INSULA,0.0001004780436152,0
8B,IPa,0.000711075385584492,0.597826086956521
8B,LB,0.000027051780973323,0.285714285714285
8B,LIP,0.00057195194057883,0.878378378378378
8B,MB,0.0000386454013904615,0
8B,OPAI,0.000262788729455138,0.941176470588235
8B,OPRO,0.00541035619466461,0.542857142857142
8B,Parainsula,0.0000618326422247384,0
8B,PBr,0.0003516731526532,0.714285714285714
8B,PERIRHINAL,0.0000347808612514153,0
8B,PGa,0.0039688827228004,0.632911392405063
8B,SII,0.0000077290802780923,1
8B,STPc,0.0000541035619466461,0.714285714285714
8B,STPi,0.0143760893172516,0.673924731182795
8B,STPr,0.0191372027685565,0.541195476575121
8B,TEa/ma,0.0000927489633371077,0.75
8B,TEa/mp,0.0000309163211123692,0.75
8B,TEad,0.0000154581605561846,1
8B,TEMPORAL_POLE,0.00899664944369944,0.193728522336769
8B,TH/TF,0.000297569590706553,0.0909090909090909
8B,V4,0.0000077290802780923,1
8l,2,0.0002041712179834,0.45
8l,3,0.000245005461580081,0.583333333333333
8l,5,0.0000612513653950202,0.166666666666666
8l,9,0.00257255734659085,0.174603174603174
8l,10,0.000530845166756842,0.0769230769230769
8l,11,0.000541053727656012,0.264150943396226
8l,12,0.021376726522862,0.29178605539637
8l,13,0.00366487336280204,0.0779944289693593
8l,14,0.0000612513653950202,0.666666666666666
8l,23,0.000561470849454352,0.545454545454545
8l,25,0.0000510428044958502,0.4
8l,31,0.0000714599262941903,0.285714285714285
8l,32,0.0001020856089917,0.5
8l,44,0.0192533458558347,0.365853658536585
8l,24a,0.00417530140776054,0.562347188264058
8l,24b,0.00230713476321243,0.331858407079646
8l,24c,0.00242963749400247,0.390756302521008
8l,24d,0.00105148177261451,0.436893203883495
8l,29/30,0.000245005461580081,0.5
8l,45A,0.0124544442969874,0.299999999999999
8l,45B,0.0683973580244392,0.381492537313432
8l,46d,0.038966076952132,0.272727272727272
8l,46v,0.0110558714538011,0.167128347183748
8l,7A,0.00175587247465724,0.255813953488372
8l,7B,0.0000306256826975101,0.666666666666666
8l,7m,0.00012250273079004,0.0833333333333333
8l,7op,0.00011229416989087,0.545454545454545
8l,8B,0.0206110844554243,0.251609707776126
8l,8m,0.415416968669926,0.498709851817265
8l,8r,0.123350041344671,0.599851030373251
8l,9/46d,0.010147309533775,0.211267605633802
8l,9/46v,0.0247455516195881,0.296617161716171
8l,AIP,0.0001020856089917,0.4
8l,CORE,0.000653347897546882,0.109375
8l,DP,0.000602305093051032,0.779661016949152
8l,ENTORHINAL,0.000285839705176761,0.25
8l,F1,0.00140878140408546,0.195652173913043
8l,F2,0.0189879232724562,0.195698924731182
8l,F3,0.00022458833978174,0.0909090909090909
8l,F4,0.00542074583745929,0.224105461393596
8l,F5,0.0126586155149708,0.318548387096774
8l,F6,0.00232755188501077,0.350877192982456
8l,F7,0.0260726645364802,0.258026624902114
8l,FST,0.00327694804863358,0.563862928348909
8l,Gu,0.00131690435599293,0.0465116279069767
8l,INSULA,0.00931020754004308,0.101973684210526
8l,IPa,0.00199066937533815,0.307692307692307
8l,LB,0.000387925314168461,0.31578947368421
8l,LIP,0.0291862756107271,0.504372158097236
8l,MB,0.00191920944904396,0.106382978723404
8l,MIP,0.0000816684871933603,0.375
8l,MST,0.00569637698173688,0.422939068100358
8l,MT,0.0213461008401645,0.48780487804878
8l,OPAI,0.000581887971252692,0.157894736842105
8l,OPRO,0.00439988974754228,0.0858468677494199
8l,Parainsula,0.000326673948773441,0.15625
8l,PBc,0.00200087793623732,0.428571428571428
8l,PBr,0.000837101993731943,0.146341463414634
8l,PERIRHINAL,0.0001020856089917,0.8
8l,PGa,0.00486948354890411,0.40670859538784
8l,PIP,0.00343007646212113,0.75595238095238
8l,ProM,0.00174566391375807,0.0701754385964912
8l,SII,0.00120461018610206,0.177966101694915
8l,STPc,0.0115356738160621,0.324778761061946
8l,STPi,0.00586992251702277,0.151304347826086
8l,STPr,0.0011229416989087,0.109090909090909
8l,TEa/ma,0.00011229416989087,0.0909090909090909
8l,TEa/mp,0.0001020856089917,0.8
8l,TEad,0.0000306256826975101,1
8l,TEav,0.00013271129168921,0.384615384615384
8l,TEMPORAL_POLE,0.000408342435966801,0.2
8l,TEO,0.00147003276948048,0.833333333333333
8l,TEOm,0.0026236001510867,0.883268482490272
8l,TEpd,0.00015312841348755,0.533333333333333
8l,TEpv,0.00126586155149708,0.612903225806451
8l,TH/TF,0.00126586155149708,0.548387096774193
8l,TPt,0.000428759557765141,0.404761904761904
8l,V1,0.0000816684871933603,0.75
8l,V2,0.00357299631470951,0.928571428571428
8l,V3,0.00491031779250079,0.925155925155925
8l,V3A,0.000490010923160162,0.8125
8l,V4,0.0127811182457608,0.956869009584664
8l,V4t,0.000296048266075931,0.689655172413793
8l,V6A,0.00021437977888257,0.0476190476190476
8l,VIP,0.00170482967016139,0.305389221556886
8m,2,0.0000485489920015535,0
8m,3,0.0000242744960007767,0.5
8m,5,0.0000849607360027187,0.571428571428571
8m,9,0.00203905766406524,0.220238095238095
8m,10,0.0020876066560668,0.0116279069767441
8m,11,0.000182058720005825,0.133333333333333
8m,12,0.00712456457622798,0.287904599659284
8m,13,0.00347125292811107,0.213286713286713
8m,14,0.0000970979840031071,0.375
8m,23,0.000267019456008544,0.272727272727272
8m,31,0.0000364117440011651,0.333333333333333
8m,32,0.000291293952009321,0.0833333333333333
8m,44,0.0154143049604932,0.393700787401574
8m,24a,0.000703960384022526,0.206896551724137
8m,24b,0.00100739158403223,0.120481927710843
8m,24c,0.00236676336007573,0.205128205128205
8m,24d,0.000364117440011651,0.366666666666666
8m,29/30,0.000121372480003883,0
8m,45A,0.0259494362248303,0.53601496725912
8m,45B,0.124030537315968,0.555533809570408
8m,46d,0.110715976259542,0.305634729226046
8m,46v,0.03343811824107,0.401451905626134
8m,7A,0.00160211673605126,0.303030303030303
8m,7B,0.000728234880023303,0.666666666666666
8m,7m,0.000546176160017477,0.511111111111111
8m,7op,0.000570450656018254,0.468085106382978
8m,8B,0.0172106176645507,0.157263751763046
8m,8l,0.183600150501875,0.577047663118926
8m,8r,0.0698255877462344,0.48791934642795
8m,9/46d,0.037406998337197,0.369565217391304
8m,9/46v,0.0916847713949339,0.473391580619539
8m,AIP,0.000910293600029129,0.413333333333333
8m,CORE,0.000691823136022138,0.228070175438596
8m,DP,0.000206333216006602,0.705882352941176
8m,ENTORHINAL,0.0000606862400019419,0
8m,F1,0.00082533286402641,0.294117647058823
8m,F2,0.0215800269446905,0.203037120359955
8m,F3,0.000230607712007379,0.263157894736842
8m,F4,0.0389241543372455,0.304957904583723
8m,F5,0.0146860700804699,0.353719008264462
8m,F6,0.00126227379204039,0.125
8m,F7,0.106382978723404,0.282373074729035
8m,FST,0.00287652777609204,0.270042194092826
8m,Gu,0.000133509728004272,0.363636363636363
8m,INSULA,0.00286439052809166,0.283898305084745
8m,IPa,0.0000970979840031071,0.125
8m,LB,0.00115303856003689,0.336842105263157
8m,LIP,0.00621427097619885,0.24609375
8m,MB,0.00171135196805476,0.163120567375886
8m,MIP,0.0000121372480003883,1
8m,MST,0.00194195968006214,0.443749999999999
8m,MT,0.000691823136022138,0.596491228070175
8m,OPAI,0.0000606862400019419,0
8m,OPRO,0.000169921472005437,0.142857142857142
8m,Parainsula,0.000121372480003883,0.1
8m,PBc,0.00513405590416428,0.250591016548463
8m,PBr,0.00117731305603767,0.185567010309278
8m,PERIRHINAL,0.0000242744960007767,0
8m,PGa,0.00412666432013205,0.297058823529411
8m,PIP,0.0000364117440011651,0
